code	desc
V72.83	Other specified pre-operative examination
275.2	Disorders of magnesium metabolism
290.40	Vascular dementia, uncomplicated
307.9	Other and unspecified special symptoms or syndromes, not elsewhere classified
790.6	Other abnormal blood chemistry
158.0	Malignant neoplasm of retroperitoneum
250.42	Diabetes with renal manifestations, type II or unspecified type, uncontrolled
583.81	Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere
097.9	Syphilis, unspecified
390	Rheumatic fever without mention of heart involvement
537.82	Angiodysplasia of stomach and duodenum without mention of hemorrhage
387.9	Otosclerosis, unspecified
576.1	Cholangitis
726.0	Adhesive capsulitis of shoulder
V49.84	Bed confinement status
V50.9	Unspecified elective surgery for purposes other than remedying health states
112.84	Candidal esophagitis
305.50	Opioid abuse, unspecified
397.0	Diseases of tricuspid valve
250.10	Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled
305.63	Cocaine abuse, in remission
365.00	Preglaucoma, unspecified
718.49	Contracture of joint, multiple sites
737.30	Scoliosis [and kyphoscoliosis], idiopathic
747.61	Gastrointestinal vessel anomaly
919.2	Blister of other, multiple, and unspecified sites, without mention of infection
V15.1	Personal history of surgery to heart and great vessels, presenting hazards to health
789.30	Abdominal or pelvic swelling, mass, or lump, unspecified site
567.22	Peritoneal abscess
244.1	Other postablative hypothyroidism
692.89	Contact dermatitis and other eczema due to other specified agents
698.8	Other specified pruritic conditions
112.1	Candidiasis of vulva and vagina
596.51	Hypertonicity of bladder
442.1	Aneurysm of renal artery
141.6	Malignant neoplasm of lingual tonsil
697.0	Lichen planus
722.52	Degeneration of lumbar or lumbosacral intervertebral disc
078.11	Condyloma acuminatum
V76.12	Other screening mammogram
173.91	Basal cell carcinoma of skin, site unspecified
287.5	Thrombocytopenia, unspecified
398.90	Rheumatic heart disease, unspecified
690.18	Other seborrheic dermatitis
724.4	Thoracic or lumbosacral neuritis or radiculitis, unspecified
453.82	Acute venous embolism and thrombosis of deep veins of upper extremity
757.9	Unspecified congenital anomaly of the integument
782.4	Jaundice, unspecified, not of newborn
825.0	Fracture of calcaneus, closed
V42.83	Pancreas replaced by transplant
599.89	Other specified disorders of urinary tract
053.22	Herpes zoster iridocyclitis
780.50	Sleep disturbance, unspecified
274.00	Gouty arthropathy, unspecified
384.20	Perforation of tympanic membrane, unspecified
472.0	Chronic rhinitis
V72.60	Laboratory examination, unspecified
235.5	Neoplasm of uncertain behavior of other and unspecified digestive organs
147.9	Malignant neoplasm of nasopharynx, unspecified site
922.1	Contusion of chest wall
565.0	Anal fissure
569.89	Other specified disorders of intestine
998.59	Other postoperative infection
428.1	Left heart failure
442.9	Aneurysm of unspecified site
241.1	Nontoxic multinodular goiter
053.29	Herpes zoster with other ophthalmic complications
787.03	Vomiting alone
V42.5	Cornea replaced by transplant
281.1	Other vitamin B12 deficiency anemia
V12.69	Personal history of other diseases of respiratory system
949.0	Burn of unspecified site, unspecified degree
996.1	Mechanical complication of other vascular device, implant, and graft
300.02	Generalized anxiety disorder
716.50	Unspecified polyarthropathy or polyarthritis, site unspecified
720.2	Sacroiliitis, not elsewhere classified
314.00	Attention deficit disorder without mention of hyperactivity
196.6	Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
209.50	Benign carcinoid tumor of the large intestine, unspecified portion
995.7	Other adverse food reactions, not elsewhere classified
110.1	Dermatophytosis of nail
787.20	Dysphagia, unspecified
788.43	Nocturia
576.2	Obstruction of bile duct
623.5	Leukorrhea, not specified as infective
227.0	Benign neoplasm of adrenal gland
232.9	Carcinoma in situ of skin, site unspecified
518.89	Other diseases of lung, not elsewhere classified
789.04	Abdominal pain, left lower quadrant
309.9	Unspecified adjustment reaction
611.6	Galactorrhea not associated with childbirth
788.99	Other symptoms involving urinary system
952.00	C1-C4 level with unspecified spinal cord injury
112.9	Candidiasis of unspecified site
783.3	Feeding difficulties and mismanagement
583.9	Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
626.4	Irregular menstrual cycle
264.9	Unspecified vitamin A deficiency
654.13	Tumors of body of uterus, antepartum condition or complication
715.95	Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh
724.3	Sciatica
304.00	Opioid type dependence, unspecified
829.0	Fracture of unspecified bone, closed
340	Multiple sclerosis
453.4	
V49.71	Great toe amputation status
719.47	Pain in joint, ankle and foot
824.8	Unspecified fracture of ankle, closed
250.90	Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled
424.3	Pulmonary valve disorders
535.10	Atrophic gastritis, without mention of hemorrhage
070.1	Viral hepatitis A without mention of hepatic coma
172.6	Malignant melanoma of skin of upper limb, including shoulder
440.0	Atherosclerosis of aorta
724.9	Other unspecified back disorders
955.6	Injury to digital nerve, upper limb
919.0	Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection
173.90	Unspecified malignant neoplasm of skin, site unspecified
459.0	Hemorrhage, unspecified
514	Pulmonary congestion and hypostasis
726.10	Disorders of bursae and tendons in shoulder region, unspecified
787.01	Nausea with vomiting
244.0	Postsurgical hypothyroidism
261	Nutritional marasmus
372.30	Conjunctivitis, unspecified
V49.86	Do not resuscitate status
218.9	Leiomyoma of uterus, unspecified
V76.2	Screening for malignant neoplasms of cervix
733.6	Tietze's disease
345.40	Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy
V56.0	Encounter for extracorporeal dialysis
731.0	Osteitis deformans without mention of bone tumor
891.0	Open wound of knee, leg [except thigh], and ankle, without mention of complication
389.00	Conductive hearing loss, unspecified
300.9	Unspecified nonpsychotic mental disorder
540.0	Acute appendicitis with generalized peritonitis
603.9	Hydrocele, unspecified
153.3	Malignant neoplasm of sigmoid colon
054.9	Herpes simplex without mention of complication
209.61	Benign carcinoid tumor of the bronchus and lung
793.81	Mammographic microcalcification
338.4	Chronic pain syndrome
457.0	Postmastectomy lymphedema syndrome
157.2	Malignant neoplasm of tail of pancreas
211.6	Benign neoplasm of pancreas, except islets of Langerhans
279.49	Autoimmune disease, not elsewhere classified
569.49	Other specified disorders of rectum and anus
572.0	Abscess of liver
751.69	Other anomalies of gallbladder, bile ducts, and liver
250.92	Diabetes with unspecified complication, type II or unspecified type, uncontrolled
493.9	
716.9	
V61.49	Other health problems within the family
616.4	Other abscess of vulva
574.50	Calculus of bile duct without mention of cholecystitis, without mention of obstruction
790.8	Viremia, unspecified
519.19	Other diseases of trachea and bronchus
440.1	Atherosclerosis of renal artery
309.81	Posttraumatic stress disorder
V50.1	Other plastic surgery for unacceptable cosmetic appearance
287.1	Qualitative platelet defects
743.9	Unspecified anomaly of eye
402.90	Unspecified hypertensive heart disease without heart failure
369.00	Profound impairment, both eyes, impairment level not further specified
434.90	Cerebral artery occlusion, unspecified without mention of cerebral infarction
995.85	Other adult abuse and neglect
454.0	Varicose veins of lower extremities with ulcer
723.0	Spinal stenosis in cervical region
795.04	Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL)
304.80	Combinations of drug dependence excluding opioid type drug, unspecified
788.36	Nocturnal enuresis
380.14	Malignant otitis externa
382.9	Unspecified otitis media
157.4	Malignant neoplasm of islets of langerhans
722.6	Degeneration of intervertebral disc, site unspecified
840.4	Rotator cuff (capsule) sprain
V60.0	Lack of housing
580.89	Acute glomerulonephritis with other specified pathological lesion in kidney
627.9	Unspecified menopausal and postmenopausal disorder
719.50	Stiffness of joint, not elsewhere classified, site unspecified
V12.51	Personal history of venous thrombosis and embolism
617.9	Endometriosis, site unspecified
724.79	Other disorders of coccyx
410.40	Acute myocardial infarction of other inferior wall, episode of care unspecified
441.9	Aortic aneurysm of unspecified site without mention of rupture
575.10	Cholecystitis, unspecified
250.80	Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled
438.89	Other late effects of cerebrovascular disease
454.1	Varicose veins of lower extremities with inflammation
569.86	Dieulafoy lesion (hemorrhagic) of intestine
784.7	Epistaxis
959.2	Shoulder and upper arm injury
560.2	Volvulus
318.2	Profound intellectual disabilities
204.00	Acute lymphoid leukemia, without mention of having achieved remission
799.4	Cachexia
805.4	Closed fracture of lumbar vertebra without mention of spinal cord injury
805.6	Closed fracture of sacrum and coccyx without mention of spinal cord injury
196.9	Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified
816.00	Closed fracture of phalanx or phalanges of hand, unspecified
374.30	Ptosis of eyelid, unspecified
715.94	Osteoarthrosis, unspecified whether generalized or localized, hand
826.0	Closed fracture of one or more phalanges of foot
331	
V44.1	Gastrostomy status
240.9	Goiter, unspecified
959.9	Unspecified site injury
299.00	Autistic disorder, current or active state
410.10	Acute myocardial infarction of other anterior wall, episode of care unspecified
158.9	Malignant neoplasm of peritoneum, unspecified
571.49	Other chronic hepatitis
723.4	Brachial neuritis or radiculitis NOS
V65.49	Other specified counseling
680.6	Carbuncle and furuncle of leg, except foot
781.5	Clubbing of fingers
451.84	Phlebitis and thrombophlebitis of upper extremities, unspecified
477.0	Allergic rhinitis due to pollen
585.2	Chronic kidney disease, Stage II (mild)
344.61	Cauda equina syndrome with neurogenic bladder
401.0	Malignant essential hypertension
599.7	
786.02	Orthopnea
844.9	Sprains and strains of unspecified site of knee and leg
782.0	Disturbance of skin sensation
959.01	Head injury, unspecified
728.85	Spasm of muscle
795.00	Abnormal glandular Papanicolaou smear of cervix
628.9	Infertility, female, of unspecified origin
238.1	Neoplasm of uncertain behavior of connective and other soft tissue
250	
303.9	
783	
788.3	
789.06	Abdominal pain, epigastric
173.31	Basal cell carcinoma of skin of other and unspecified parts of face
173.9	
530.89	Other specified disorders of esophagus
564.3	Vomiting following gastrointestinal surgery
787.04	Bilious emesis
787.2	
788.64	Urinary hesitancy
V44.4	Status of other artificial opening of gastrointestinal tract
378.9	Unspecified disorder of eye movements
300.3	Obsessive-compulsive disorders
304.90	Unspecified drug dependence, unspecified
965.01	Poisoning by heroin
974.3	Poisoning by saluretics
836.0	Tear of medial cartilage or meniscus of knee, current
836.1	Tear of lateral cartilage or meniscus of knee, current
242.91	Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm
453.87	Acute venous embolism and thrombosis of other thoracic veins
579.3	Other and unspecified postsurgical nonabsorption
619.1	Digestive-genital tract fistula, female
626.0	Absence of menstruation
447.0	Arteriovenous fistula, acquired
V43.0	Eye globe replaced by other means
536.2	Persistent vomiting
569.60	Colostomy and enterostomy complication, unspecified
726.32	Lateral epicondylitis
610.9	Benign mammary dysplasia, unspecified
V16.3	Family history of malignant neoplasm of breast
691.8	Other atopic dermatitis and related conditions
750.9	Unspecified anomaly of upper alimentary tract
276.69	Other fluid overload
567.23	Spontaneous bacterial peritonitis
572.3	Portal hypertension
696.1	Other psoriasis
442.84	Aneurysm of other visceral artery
759.9	Congenital anomaly, unspecified
854.00	Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness
725	Polymyalgia rheumatica
V88.01	Acquired absence of both cervix and uterus
154.3	Malignant neoplasm of anus, unspecified site
117.9	Other and unspecified mycoses
288.1	Functional disorders of polymorphonuclear neutrophils
